customer_id,用户标签
1008905,一般挽留客户
100628,一般挽留客户
1004742,一般挽留客户
1006870,一般挽留客户
100357,重要保持客户
1005734,一般挽留客户
1007341,一般挽留客户
1002793,一般挽留客户
1000112,一般挽留客户
10008,一般挽留客户
1002796,一般挽留客户
1003664,一般挽留客户
1004570,一般挽留客户
1004608,一般挽留客户
1001873,一般挽留客户
1001934,一般挽留客户
1006312,一般挽留客户
1001596,一般挽留客户
1003063,一般挽留客户
1003293,一般挽留客户
1003581,一般挽留客户
1003871,重要保持客户
1000572,重要保持客户
1004240,一般挽留客户
1004677,一般挽留客户
1006590,一般挽留客户
1006593,一般挽留客户
1007999,一般挽留客户
1002254,一般挽留客户
1004140,一般挽留客户
1004403,重要保持客户
1005837,一般挽留客户
1000107,重要保持客户
1000490,重要保持客户
1000625,一般挽留客户
1000937,重要保持客户
1001299,重要保持客户
1001334,一般挽留客户
1001448,一般挽留客户
1001985,一般挽留客户
1002273,一般挽留客户
1002494,重要保持客户
1002573,一般挽留客户
1002844,一般挽留客户
1003321,一般挽留客户
1003799,一般挽留客户
1004002,一般挽留客户
1004490,一般挽留客户
100469,重要保持客户
1004906,一般挽留客户
1004936,一般挽留客户
1005105,重要保持客户
1005832,重要保持客户
100595,重要保持客户
1006538,一般挽留客户
1006704,重要保持客户
1006889,重要保持客户
1006894,一般挽留客户
1007421,一般挽留客户
1007596,重要保持客户
1000154,重要保持客户
1000667,一般挽留客户
1001841,重要保持客户
10021,重要保持客户
1002672,重要保持客户
1004835,一般挽留客户
10057,重要保持客户
1005931,一般挽留客户
1006925,重要保持客户
1007906,一般挽留客户
1004680,一般挽留客户
1006110,重要保持客户
1007255,重要保持客户
1001601,一般挽留客户
1004057,一般挽留客户
1005774,一般挽留客户
1000872,重要保持客户
1000922,一般挽留客户
1003311,一般挽留客户
1005524,重要保持客户
1006779,一般挽留客户
1006954,重要保持客户
1007076,一般挽留客户
1001080,一般挽留客户
1005649,重要保持客户
1005711,重要保持客户
1006947,一般挽留客户
1007027,一般挽留客户
1000282,一般挽留客户
1004019,一般挽留客户
1004270,重要保持客户
1004358,一般挽留客户
1005430,一般挽留客户
1005571,重要保持客户
1005616,重要保持客户
1007289,重要保持客户
1000106,一般挽留客户
1000326,重要保持客户
1001460,重要保持客户
1001626,重要保持客户
1002388,重要保持客户
1003259,一般挽留客户
1003586,重要保持客户
1003851,重要保持客户
1003890,重要保持客户
1004087,一般挽留客户
1004134,一般挽留客户
1004377,重要保持客户
1004569,一般挽留客户
1004651,重要保持客户
1004879,一般挽留客户
1004964,重要保持客户
1005473,一般挽留客户
1005638,一般挽留客户
1005725,重要保持客户
1005877,一般挽留客户
100593,重要保持客户
1006395,一般挽留客户
1007057,重要保持客户
1007568,一般挽留客户
1007606,一般挽留客户
100781,重要保持客户
1007983,一般挽留客户
100856,一般挽留客户
1008786,一般挽留客户
100010,重要保持客户
1000218,一般挽留客户
1000331,一般挽留客户
1000565,一般挽留客户
1000696,一般挽留客户
1000722,一般挽留客户
1001438,重要保持客户
1001472,一般挽留客户
1001489,一般挽留客户
1001572,重要保持客户
1001737,一般挽留客户
1001823,一般挽留客户
1002431,一般挽留客户
1002760,一般挽留客户
1003332,重要保持客户
1003713,一般挽留客户
1004516,重要保持客户
1004562,一般挽留客户
1004603,重要保持客户
1004745,一般挽留客户
1005022,重要保持客户
1005294,一般挽留客户
1005328,一般挽留客户
1005431,一般挽留客户
1005499,一般挽留客户
1005501,重要保持客户
1006067,一般挽留客户
1006488,一般挽留客户
1006553,一般挽留客户
1008078,重要保持客户
1008132,一般挽留客户
1008217,一般挽留客户
1008331,一般挽留客户
1000,重要保持客户
1000001,一般挽留客户
1000228,重要保持客户
1000420,重要保持客户
1001437,一般挽留客户
1001784,重要保持客户
1002044,一般挽留客户
1002194,一般挽留客户
1002479,一般挽留客户
1003125,一般挽留客户
1003205,一般挽留客户
1003410,一般挽留客户
1003479,一般挽留客户
1003492,一般挽留客户
1003571,一般挽留客户
1003685,一般挽留客户
1003837,重要保持客户
1003993,一般挽留客户
1004021,一般挽留客户
1004207,一般挽留客户
1004448,重要保持客户
1004629,一般挽留客户
1004726,重要保持客户
1004904,一般挽留客户
1005131,重要保持客户
1005256,重要保持客户
1005263,重要保持客户
1005319,一般挽留客户
1005551,重要保持客户
100567,重要保持客户
1005860,一般挽留客户
100600,一般挽留客户
1006063,重要保持客户
1006317,重要保持客户
1006411,重要保持客户
1006495,一般挽留客户
1007004,一般挽留客户
1007201,一般挽留客户
1007573,一般挽留客户
1007595,重要保持客户
1008485,一般挽留客户
100854,一般挽留客户
1008726,一般挽留客户
1008777,一般挽留客户
1000163,一般挽留客户
1000269,一般挽留客户
1000321,重要保持客户
1000451,一般挽留客户
1000694,一般挽留客户
1000760,一般挽留客户
1000936,重要保持客户
1000984,一般挽留客户
1000994,一般挽留客户
1001065,一般挽留客户
1001081,一般挽留客户
1001151,重要保持客户
1001201,一般挽留客户
1001205,一般挽留客户
1001317,一般挽留客户
1001404,重要保持客户
1001485,一般挽留客户
1001578,一般挽留客户
1001606,一般挽留客户
10020,一般挽留客户
1002058,一般挽留客户
1002237,重要保持客户
1002484,一般挽留客户
1002684,一般挽留客户
1003117,一般挽留客户
1003346,重要保持客户
1003366,一般挽留客户
100363,一般挽留客户
1004120,一般挽留客户
1004149,重要保持客户
1004183,一般挽留客户
1004335,一般挽留客户
1004350,一般挽留客户
1004420,一般挽留客户
1005293,重要保持客户
1005822,一般挽留客户
1005939,一般挽留客户
1005958,一般挽留客户
1006236,一般挽留客户
1006256,一般挽留客户
1006351,一般挽留客户
1006585,一般挽留客户
1006666,重要保持客户
1006784,一般挽留客户
1006938,一般挽留客户
1007346,一般挽留客户
1007353,一般挽留客户
1007361,一般挽留客户
1007462,重要保持客户
1007479,重要保持客户
1007539,重要保持客户
1007624,一般挽留客户
1007782,一般挽留客户
1007802,一般挽留客户
1007891,一般挽留客户
1007928,一般挽留客户
1008046,重要保持客户
1008256,一般挽留客户
1008323,一般挽留客户
1008481,一般挽留客户
1008737,重要保持客户
1008779,一般挽留客户
1000054,一般挽留客户
1000151,一般挽留客户
100030,重要保持客户
1000957,一般挽留客户
1001492,一般挽留客户
1001504,一般挽留客户
100184,一般挽留客户
100186,一般挽留客户
1002032,一般挽留客户
1002095,重要保持客户
100210,一般挽留客户
1002331,重要保持客户
1002442,一般挽留客户
1002446,一般挽留客户
1002589,一般挽留客户
100259,一般挽留客户
1002637,重要保持客户
100264,一般挽留客户
1003519,重要保持客户
1003556,一般挽留客户
1003843,重要保持客户
1003855,一般挽留客户
1003965,一般挽留客户
1004277,重要保持客户
100429,重要保持客户
10044,重要保持客户
1004410,一般挽留客户
1004423,一般挽留客户
100453,一般挽留客户
1004668,一般挽留客户
1004945,重要保持客户
1005270,一般挽留客户
1005279,一般挽留客户
1005767,一般挽留客户
1005788,一般挽留客户
1006018,一般挽留客户
100615,重要保持客户
1006288,重要保持客户
1006359,一般挽留客户
1006387,一般挽留客户
1006525,一般挽留客户
1006597,重要保持客户
1006707,重要保持客户
1006864,重要保持客户
1006900,一般挽留客户
1006920,一般挽留客户
1006969,一般挽留客户
1007020,重要保持客户
1007506,重要保持客户
1007753,一般挽留客户
1007890,一般挽留客户
1008151,一般挽留客户
1008221,重要保持客户
1008253,一般挽留客户
1008427,一般挽留客户
100847,重要保持客户
1008698,一般挽留客户
1008749,一般挽留客户
1008764,一般挽留客户
1000082,重要保持客户
1000085,重要保持客户
10001,一般挽留客户
1000205,重要保持客户
1000630,重要保持客户
1001543,一般挽留客户
1001642,一般挽留客户
1001697,重要保持客户
1001844,一般挽留客户
1002118,重要保持客户
1002255,一般挽留客户
1002358,重要保持客户
1002574,一般挽留客户
1002646,一般挽留客户
1002661,一般挽留客户
1002668,重要保持客户
1002847,一般挽留客户
100294,一般挽留客户
1002966,重要保持客户
1003273,一般挽留客户
1003292,重要保持客户
1003297,一般挽留客户
1003557,重要保持客户
1003646,一般挽留客户
1003693,一般挽留客户
1003733,一般挽留客户
1003752,一般挽留客户
1003912,一般挽留客户
1004032,一般挽留客户
1004378,重要保持客户
1004427,一般挽留客户
1004584,重要保持客户
1004923,一般挽留客户
1005177,一般挽留客户
1005337,重要保持客户
1005418,一般挽留客户
1005502,一般挽留客户
1005559,一般挽留客户
1005951,一般挽留客户
1006028,一般挽留客户
1006224,重要保持客户
1006566,一般挽留客户
100680,重要保持客户
1006984,一般挽留客户
1007044,一般挽留客户
1007077,一般挽留客户
1007131,一般挽留客户
1007192,重要保持客户
1007354,重要保持客户
1007529,一般挽留客户
1007688,重要保持客户
1007695,一般挽留客户
1007724,一般挽留客户
1007833,一般挽留客户
1007848,重要保持客户
1007857,一般挽留客户
1008243,一般挽留客户
1008291,重要保持客户
1008607,一般挽留客户
1008685,一般挽留客户
1008791,重要保持客户
1000222,重要保持客户
1000296,一般挽留客户
1000423,一般挽留客户
1000438,一般挽留客户
1000505,一般挽留客户
1000520,重要保持客户
1000732,重要保持客户
1000803,重要保持客户
1001018,一般挽留客户
100103,一般挽留客户
1001048,重要保持客户
1001120,重要保持客户
1001381,重要保持客户
1001608,重要保持客户
1001902,一般挽留客户
1002208,一般挽留客户
1002426,重要保持客户
100243,一般挽留客户
1002449,重要保持客户
1002508,一般挽留客户
1002593,重要保持客户
1002714,一般挽留客户
1003052,一般挽留客户
1003071,重要保持客户
1003171,重要保持客户
1003177,重要保持客户
1003291,一般挽留客户
1003359,重要保持客户
1003509,重要保持客户
1003627,一般挽留客户
1003743,重要保持客户
1003756,重要保持客户
1003759,一般挽留客户
100377,一般挽留客户
1003867,一般挽留客户
1004028,重要保持客户
1004080,一般挽留客户
1004298,重要保持客户
1004895,一般挽留客户
10049,一般挽留客户
1005249,一般挽留客户
100539,一般挽留客户
1005706,重要保持客户
1005756,一般挽留客户
1005855,一般挽留客户
1005880,一般挽留客户
1006115,重要保持客户
1006306,一般挽留客户
1006483,一般挽留客户
1006543,重要保持客户
1006655,一般挽留客户
1007747,一般挽留客户
1007912,重要保持客户
1008148,一般挽留客户
1008289,重要保持客户
1008498,一般挽留客户
1008514,一般挽留客户
1008524,一般挽留客户
1008757,一般挽留客户
1008832,一般挽留客户
1008882,一般挽留客户
1,一般挽留客户
1000060,一般挽留客户
1000103,一般挽留客户
1000405,一般挽留客户
1000488,重要保持客户
100088,一般挽留客户
1001091,一般挽留客户
1001197,一般挽留客户
1001569,重要保持客户
1001800,一般挽留客户
1002005,重要保持客户
1002020,重要保持客户
1002114,重要保持客户
1002185,重要保持客户
1002186,一般挽留客户
100225,重要保持客户
1002461,一般挽留客户
1002591,一般挽留客户
1002739,一般挽留客户
1002996,重要保持客户
100307,一般挽留客户
1003230,一般挽留客户
1003329,重要保持客户
100339,一般挽留客户
1003470,一般挽留客户
1003510,重要保持客户
1003656,一般挽留客户
1003767,一般挽留客户
1003885,一般挽留客户
1003916,重要保持客户
1003947,重要保持客户
1004138,一般挽留客户
1004332,重要保持客户
1004337,重要保持客户
1004460,重要保持客户
100477,一般挽留客户
100482,一般挽留客户
1004860,重要保持客户
1004869,一般挽留客户
1005283,重要保持客户
1005389,一般挽留客户
1005717,一般挽留客户
1005737,一般挽留客户
1005738,重要保持客户
1005779,重要保持客户
1005953,重要保持客户
1006132,一般挽留客户
1006349,一般挽留客户
1006451,重要保持客户
1006745,重要保持客户
1006940,重要保持客户
1007006,重要保持客户
1007148,重要保持客户
1007155,一般挽留客户
1007222,一般挽留客户
1007339,一般挽留客户
1007537,一般挽留客户
1007583,一般挽留客户
1007635,一般挽留客户
1007671,一般挽留客户
1007680,一般挽留客户
1007704,重要保持客户
1007779,一般挽留客户
1008120,重要保持客户
1008149,重要保持客户
1008152,重要保持客户
1008366,一般挽留客户
1008387,一般挽留客户
100841,一般挽留客户
1008612,重要保持客户
1008674,重要保持客户
1008834,一般挽留客户
1000004,重要保持客户
1000045,重要保持客户
1000114,重要保持客户
1000192,一般挽留客户
1000313,重要保持客户
1000429,重要保持客户
1000462,重要保持客户
1000485,一般挽留客户
1000889,一般挽留客户
1000912,重要保持客户
1000916,重要保持客户
1000919,重要保持客户
1000923,一般挽留客户
1001324,一般挽留客户
1001451,一般挽留客户
1001662,重要保持客户
1001803,重要保持客户
1001866,重要保持客户
1002045,一般挽留客户
1002226,重要保持客户
1002387,重要保持客户
1002583,一般挽留客户
1002685,一般挽留客户
1002955,一般挽留客户
1002970,重要保持客户
1003249,重要保持客户
1003341,一般挽留客户
100342,一般挽留客户
1003475,重要保持客户
1003482,重要保持客户
1003499,一般挽留客户
10035,重要保持客户
1003703,一般挽留客户
1003874,一般挽留客户
100388,一般挽留客户
1004035,一般挽留客户
1004115,一般挽留客户
1004212,一般挽留客户
1004246,一般挽留客户
1004251,一般挽留客户
1004319,一般挽留客户
1004426,重要保持客户
1004463,重要保持客户
1004474,一般挽留客户
1004497,一般挽留客户
1004642,重要保持客户
100466,一般挽留客户
1004842,重要保持客户
1005055,一般挽留客户
1005074,重要保持客户
1005117,一般挽留客户
1005179,重要保持客户
10053,一般挽留客户
1005417,重要保持客户
1005419,重要保持客户
1005572,一般挽留客户
1005634,重要保持客户
1005758,重要保持客户
1005913,一般挽留客户
1006049,一般挽留客户
1006261,重要保持客户
1006322,一般挽留客户
100663,一般挽留客户
1006765,一般挽留客户
1006790,一般挽留客户
1006817,重要保持客户
100687,一般挽留客户
1006919,一般挽留客户
1007181,重要保持客户
1007316,重要保持客户
1007598,一般挽留客户
1007636,一般挽留客户
1007659,重要保持客户
1007742,一般挽留客户
1007791,一般挽留客户
100784,一般挽留客户
1007925,重要保持客户
1008290,重要保持客户
1008530,一般挽留客户
1008665,一般挽留客户
1008748,重要保持客户
1008806,一般挽留客户
1008810,一般挽留客户
1000194,重要保持客户
1000393,一般挽留客户
1000650,一般挽留客户
1000789,一般挽留客户
1000801,一般挽留客户
1000882,一般挽留客户
1000979,一般挽留客户
100105,重要保持客户
100113,一般挽留客户
1001204,一般挽留客户
1001303,一般挽留客户
100173,重要保持客户
1001840,一般挽留客户
1001877,重要保持客户
1002271,重要保持客户
1002330,一般挽留客户
1002375,一般挽留客户
1002413,一般挽留客户
1002512,一般挽留客户
1002578,一般挽留客户
1002658,一般挽留客户
10027,重要保持客户
1002846,重要保持客户
1002877,一般挽留客户
1002890,一般挽留客户
1002943,一般挽留客户
1002980,一般挽留客户
1003076,一般挽留客户
100308,一般挽留客户
1003110,重要保持客户
1003184,重要保持客户
1003239,重要保持客户
1003281,一般挽留客户
1003467,一般挽留客户
1003514,一般挽留客户
1003621,一般挽留客户
1003881,一般挽留客户
100400,重要保持客户
100404,一般挽留客户
1004116,重要保持客户
100428,重要保持客户
1004366,重要保持客户
1004466,重要保持客户
1004538,重要保持客户
1004611,一般挽留客户
1004661,重要保持客户
1004737,一般挽留客户
1004834,重要保持客户
1004943,一般挽留客户
1005047,一般挽留客户
1005070,重要保持客户
1005135,重要保持客户
1005215,一般挽留客户
1005259,重要保持客户
1005292,一般挽留客户
1005338,一般挽留客户
1005589,一般挽留客户
1005659,重要保持客户
1005722,重要保持客户
1005787,重要保持客户
1005864,重要保持客户
1005866,重要保持客户
1005874,重要保持客户
1005965,一般挽留客户
1005995,重要保持客户
1006121,重要保持客户
1006260,重要保持客户
1006274,重要保持客户
1006402,一般挽留客户
100641,重要保持客户
1006439,一般挽留客户
1006526,一般挽留客户
1006652,一般挽留客户
1006660,重要保持客户
1007082,一般挽留客户
1007246,一般挽留客户
1007345,重要保持客户
1007550,重要保持客户
1007601,重要保持客户
1007655,一般挽留客户
1007934,重要保持客户
1008003,一般挽留客户
1008010,一般挽留客户
1008277,重要保持客户
1008489,一般挽留客户
1008599,重要保持客户
1008684,一般挽留客户
1008727,重要保持客户
1008799,重要保持客户
1008904,重要保持客户
1000135,重要保持客户
1000319,一般挽留客户
1000455,重要保持客户
1000570,一般挽留客户
1000751,重要保持客户
1000758,一般挽留客户
1000772,一般挽留客户
1000807,重要保持客户
100083,重要保持客户
1000866,重要保持客户
1000867,一般挽留客户
1000877,重要保持客户
1000878,一般挽留客户
1001088,重要保持客户
1001122,重要保持客户
1001145,重要保持客户
1001216,一般挽留客户
1001365,一般挽留客户
1001512,重要保持客户
1001532,一般挽留客户
1001591,一般挽留客户
1001686,重要保持客户
1001727,重要保持客户
1001774,一般挽留客户
1001856,重要保持客户
1001868,一般挽留客户
1001891,一般挽留客户
1001944,一般挽留客户
1002001,一般挽留客户
1002082,一般挽留客户
1002093,一般挽留客户
1002151,一般挽留客户
1002180,重要保持客户
1002183,一般挽留客户
1002200,一般挽留客户
1002306,重要保持客户
1002356,一般挽留客户
1002623,一般挽留客户
100277,一般挽留客户
1002816,一般挽留客户
1002841,一般挽留客户
100292,一般挽留客户
1002931,一般挽留客户
1003073,一般挽留客户
1003191,重要保持客户
1003390,重要保持客户
1003476,一般挽留客户
1003589,重要保持客户
1003610,重要保持客户
1003633,一般挽留客户
1003826,重要保持客户
1003846,一般挽留客户
1003882,重要保持客户
1004204,重要保持客户
1004215,一般挽留客户
1004287,一般挽留客户
1004357,一般挽留客户
1004368,一般挽留客户
1004441,一般挽留客户
1004604,重要保持客户
1004681,一般挽留客户
1004743,一般挽留客户
1004771,一般挽留客户
1004826,重要保持客户
1004829,一般挽留客户
1004841,一般挽留客户
1005188,一般挽留客户
1005218,重要保持客户
1005304,一般挽留客户
1005444,一般挽留客户
1005490,一般挽留客户
100571,一般挽留客户
1005897,一般挽留客户
1005921,一般挽留客户
1005952,一般挽留客户
1006019,重要保持客户
1006079,重要保持客户
1006159,重要保持客户
100621,重要保持客户
1006303,一般挽留客户
1006309,一般挽留客户
1006482,重要保持客户
1006505,一般挽留客户
1006601,重要保持客户
1006740,重要保持客户
1006767,重要保持客户
1006962,一般挽留客户
1007017,一般挽留客户
1007056,一般挽留客户
1007313,重要保持客户
1007323,重要保持客户
1007324,一般挽留客户
1007513,重要保持客户
1007629,重要保持客户
1007712,一般挽留客户
1007796,一般挽留客户
100794,重要保持客户
1008051,一般挽留客户
1008096,一般挽留客户
1008106,一般挽留客户
1008107,一般挽留客户
1008241,一般挽留客户
1008244,重要保持客户
1008245,一般挽留客户
1008376,重要保持客户
1008425,重要保持客户
1008429,重要保持客户
1008430,重要保持客户
1008472,一般挽留客户
100853,重要保持客户
1008615,重要保持客户
1008631,一般挽留客户
1008701,一般挽留客户
1008775,一般挽留客户
1008794,一般挽留客户
1008830,重要保持客户
1000011,重要保持客户
1000037,重要保持客户
1000084,重要保持客户
1000115,一般挽留客户
1000511,一般挽留客户
1000588,一般挽留客户
100059,一般挽留客户
1000632,一般挽留客户
1000636,重要保持客户
1000647,一般挽留客户
1000659,一般挽留客户
1000703,一般挽留客户
1000712,重要保持客户
1000726,一般挽留客户
1000727,一般挽留客户
1000757,重要保持客户
1000771,重要保持客户
1000775,一般挽留客户
1000832,重要保持客户
1000857,一般挽留客户
1000887,重要保持客户
1000959,重要保持客户
1000986,重要保持客户
1001005,重要保持客户
1001195,重要保持客户
1001228,一般挽留客户
100128,重要保持客户
1001285,重要保持客户
1001296,重要保持客户
1001399,重要保持客户
1001419,重要保持客户
1001421,重要保持客户
1001557,一般挽留客户
1001673,一般挽留客户
1001765,一般挽留客户
1001870,一般挽留客户
1001917,一般挽留客户
1001920,重要保持客户
1001981,一般挽留客户
1002027,一般挽留客户
1002040,一般挽留客户
1002042,一般挽留客户
100215,重要保持客户
1002222,重要保持客户
1002402,重要保持客户
1002674,一般挽留客户
1002677,一般挽留客户
1002733,一般挽留客户
1003120,重要保持客户
1003176,一般挽留客户
1003250,一般挽留客户
1003296,一般挽留客户
1003298,重要保持客户
1003343,重要保持客户
1003422,一般挽留客户
1003505,一般挽留客户
1003598,一般挽留客户
1003816,一般挽留客户
100386,一般挽留客户
1003875,一般挽留客户
1003998,重要保持客户
100401,一般挽留客户
1004106,重要保持客户
1004289,一般挽留客户
1004341,一般挽留客户
1004353,一般挽留客户
1004354,一般挽留客户
1004406,一般挽留客户
1004555,重要保持客户
1004560,重要保持客户
1004587,重要保持客户
1004621,重要保持客户
1004751,一般挽留客户
1004785,重要保持客户
1004876,一般挽留客户
100493,一般挽留客户
1005186,重要保持客户
1005209,一般挽留客户
100531,重要保持客户
1005329,一般挽留客户
1005459,重要保持客户
1005498,重要保持客户
1005507,一般挽留客户
1005705,一般挽留客户
1005709,一般挽留客户
1005712,重要保持客户
1005752,重要保持客户
1005815,重要保持客户
1005906,重要保持客户
1005916,重要保持客户
1005996,一般挽留客户
1006057,重要保持客户
1006244,一般挽留客户
1006389,重要保持客户
1006407,一般挽留客户
1006430,重要保持客户
1006466,一般挽留客户
1006469,重要保持客户
1006513,一般挽留客户
1006653,重要保持客户
1006695,一般挽留客户
1006736,重要保持客户
1006768,一般挽留客户
100678,一般挽留客户
1007094,重要保持客户
100712,重要保持客户
1007202,重要保持客户
1007253,一般挽留客户
1007275,一般挽留客户
100734,重要保持客户
1007401,一般挽留客户
1007597,重要保持客户
1007609,重要保持客户
1007691,一般挽留客户
1007748,重要保持客户
10078,一般挽留客户
1007927,一般挽留客户
1008058,重要保持客户
1008100,一般挽留客户
100822,一般挽留客户
1008371,重要保持客户
1008500,重要保持客户
1008639,重要保持客户
1008733,重要保持客户
1000093,一般挽留客户
1000172,重要保持客户
1000283,一般挽留客户
1000291,一般挽留客户
1000328,一般挽留客户
1000349,重要保持客户
1000374,重要保持客户
1000408,重要保持客户
1000504,一般挽留客户
1000589,一般挽留客户
1000688,重要保持客户
1000738,重要保持客户
1000840,重要保持客户
1001102,重要保持客户
1001108,重要保持客户
1001127,重要保持客户
1001142,一般挽留客户
100116,重要保持客户
1001186,重要保持客户
1001265,一般挽留客户
1001291,重要保持客户
1001309,一般挽留客户
1001326,重要保持客户
1001373,重要保持客户
1001500,一般挽留客户
1001534,一般挽留客户
1001562,一般挽留客户
100164,一般挽留客户
1001903,一般挽留客户
1001908,重要保持客户
1001984,一般挽留客户
1002066,重要保持客户
1002132,重要保持客户
1002137,一般挽留客户
1002213,重要保持客户
1002246,一般挽留客户
1002257,一般挽留客户
1002311,一般挽留客户
1002349,重要保持客户
1002421,一般挽留客户
1002428,一般挽留客户
1002435,重要保持客户
1002482,一般挽留客户
1002526,一般挽留客户
1002665,一般挽留客户
1002725,重要保持客户
1002732,一般挽留客户
1002783,一般挽留客户
100285,一般挽留客户
1002886,重要保持客户
1002927,重要保持客户
1002940,一般挽留客户
1002975,重要保持客户
1003050,一般挽留客户
1003065,重要保持客户
1003093,重要保持客户
1003188,一般挽留客户
1003327,重要保持客户
100338,一般挽留客户
1003463,一般挽留客户
1003553,一般挽留客户
100356,重要保持客户
1003761,一般挽留客户
1003938,一般挽留客户
1003963,一般挽留客户
1003971,一般挽留客户
1003983,重要保持客户
1004001,一般挽留客户
1004122,重要保持客户
1004228,重要保持客户
